id,risks_text,gender_bin,gender_cat
3196,Don't know.,Woman,Woman
3199,Job losses,Woman,Woman
3200,I fear that it all would fall into the wrong hands,Woman,Woman
3201,Taking over jobs,Woman,Woman
3203,Less thinking for self,Woman,Woman
3207,no,Man,Man
3208,"If AI has bots on the streets or in homes, malfunctioning and harm to human life.",Woman,Woman
3209,Loss of jobs,Man,Man
3213,Don't know,Woman,Woman
3216,I am going to reiterate on the box before this one.,Woman,Woman
3219,dont know,Man,Man
3220,Theft of intellectual property.,Woman,Woman
3221,Losing jobs,Man,Man
3223,Bias and loss of jobs,Woman,Woman
3225,not sure,Man,Man
3226,Personal loss,Woman,Woman
3229,People are just gonna become more stupid. Going to rely more and more on machines to make decisions for them and they'll become even bigger idiots and they are already,Woman,Woman
3230,Security,Woman,Woman
3234,I'm not sure.,Woman,Woman
3235,"1. Job displacement: Automation and AI could displace millions of workers, as they automate tasks that are currently performed by humans. This could lead to widespread unemployment and social unrest. 2. Bias and discrimination: AI systems can be biased, as they are trained on data that is collected from the real world. This bias can lead to discrimination against certain groups of people. 3. Lack of transparency and accountability: AI systems are often complex and opaque, making it difficult to understand how they work and make decisions. This lack of transparency can make it difficult to hold AI systems accountable for their actions.",Woman,Woman
3238,What if they become aware.,Man,Man
3239,Nothing,Man,Man
3241,Don't know,Man,Man
3243,False information can be very dangerous,Woman,Woman
3247,Not sure,Woman,Woman
3248,I don't think there is a big risk for AI,Woman,Woman
3249,Job losses,Woman,Woman
3251,I am not sure,Woman,Woman
3252,"Medical misdiagnosis, job loss, social isolation, the opening of Pandora's box & unforeseen consequences",Woman,Woman
3255,Not,Woman,Woman
3257,Losing jobs,Woman,Woman
3258,Displacing low level jobs,Man,Man
3260,Robots taking over.,Woman,Woman
3263,"Automating jobs that are rewarding for people, over-reliance prevents people from discovering things on their own. Potential for biases or bad information to creep into data. Requires mining personal data.",Man,Man
3265,Not having rite information,Woman,Woman
3266,Taking over the world,Man,Man
3268,People depend so much in technology,Woman,Woman
3270,Our society will become too independent and lazy,Woman,Woman
3271,Privacy and security,Man,Man
3273,TKing over jobs,Woman,Woman
3277,"Misinformation, fake news, people get lazy.",Woman,Woman
3278,"Lack of human contact with others, the proliferation of people with degrees which are not earned- somewhat like many questionable internet degrees obtained today.",Man,Man
3279,"taking jobs away from humans, can be used for nefarious reasons",Woman,Woman
3280,"Honestly, I don't know",Man,Man
3281,Anything can be hacked.,Woman,Woman
3283,Non human interaction,Man,Man
3286,Taking over people's jobs,Woman,Woman
3287,"Lack of transparency in AI systems, particularly in deep learning models that can be complex and difficult to interpret, is a pressing issue.",Woman,Woman
3289,I don't know,Woman,Woman
3290,"Automated fraud, or creating fake email accounts, websites, and links to steal information. 2- Faster hacking operations through automatic detection of software that can be hacked. 3- Deceive the artificial intelligence system by exploiting the loopholes through which artificial intelligence sees the world.",Man,Man
3291,It efffect can be drastic,Woman,Woman
3292,Them taking jobs from real people,Woman,Woman
3297,May displace too much of workforce,Man,Man
3298,Job displacement for humans,Woman,Woman
3299,Agent Smith.,Man,Man
3303,Cause harm,Woman,Woman
3307,Replacing people so job loss,Woman,Woman
3308,"Not sure, too soon to know.",Man,Man
3310,"Automation and artificial intelligence (AI) have the potential to bring about significant benefits to society, but they also pose a number of risks that need to be carefully considered. Here are some of the biggest risks of automation and AI: Job displacement: One of the biggest concerns about automation and AI is that they will lead to widespread job displacement. As AI becomes more sophisticated, it is able to automate more and more tasks that were previously done by humans. This could lead to significant job losses in a wide range of industries. Economic inequality: Automation and AI could also exacerbate economic inequality. If AI is used to automate high-paying jobs while creating only low-paying jobs, this could lead to a widening gap between the rich and the poor. Algorithmic bias: AI algorithms are trained on data, and if that data is biased, the algorithms will be biased as well. This could lead to discrimination in areas such as hiring, lending, and criminal justice. Loss of control: As AI becomes more sophisticated, there is a risk that we could lose control of these technologies. If AI systems become self-aware and decide that humans are a threat, they could pose a serious danger to humanity. Weaponization: AI could be used to develop autonomous weapons systems that could kill without human intervention. This raises serious ethical and security concerns. Surveillance: AI could be used to develop powerful surveillance systems that could track our every move and listen to our every conversation. This raises serious concerns about privacy and civil liberties. Data breaches: AI systems are vulnerable to data breaches, which could expose sensitive personal information. This could lead to identity theft, financial fraud, and other forms of harm. Lack of transparency: AI systems can be very complex and opaque, making it difficult to understand how they work and how they make decisions. This lack of transparency can make it difficult to hold AI systems accountable for their actions. Existential risk: Some experts believe that AI poses an existential risk to humanity. If AI becomes so powerful that it surpasses human intelligence, it could pose a threat to our survival. It is important to note that these risks are not inevitable. They can be mitigated through careful planning and regulation. For example, we can develop policies to ensure that workers who are displaced by automation are retrained and provided with new opportunities. We can also develop regulations to ensure that AI systems are used ethically and responsibly. Overall, automation and AI are powerful tools that have the potential to bring about significant benefits to society. However, it is important to carefully consider the risks of these technologies and take steps to mitigate them. With careful planning and regulation, we can harness the power of automation and AI to create a more prosperous and equitable future for all.",Man,Man
3312,"I think the biggest risks of automation and AI are job loss, decreased human interaction, and the potential for bias and discrimination. With automation, many jobs may be eliminated as machines take over tasks that were previously done by humans. This could lead to unemployment and economic instability. And with AI, there is a risk that machines could be biased or discriminate against certain groups of people, especially if they are trained on data that reflects existing biases. Do you agree with these risks, or do you see other potential issues? 😁",Man,Man
3315,Loss of jobs for humans,Man,Man
3316,american citizens will lose their jobs,Woman,Woman
3320,Misuse,Man,Man
3322,Taking over jobs,Man,Man
3323,take over by machines,Woman,Woman
3325,Lack of privacy,Man,Man
3327,That they will make humans lazy and dependent,Man,Man
3328,My data privacy,Woman,Woman
3330,Jobs and living for humans,Woman,Woman
3331,I'm taking over the world,Woman,Woman
3332,"Jobs, unemployment",Man,Man
3335,"Lack of transparency in AI systems, particularly in deep learning models that can be complex Loss of Job Dangers to Human",Man,Man
3338,None,Woman,Woman
3341,I don't know,Man,Man
3342,None,Woman,Woman
3345,It can go way wrong,Woman,Woman
3346,"Chaos and inaccuracy, destabilization locally and globally as well as other liabilities yet to be reckoned",Woman,Woman
3350,It taking over,Woman,Woman
3351,Don't know,Woman,Woman
3353,Machine dose not respond positively.,Man,Man
3355,they maybe will control the world,Man,Man
3357,Don't know,Man,Man
3363,giving the wrong answer to important topics,Woman,Woman
3366,"That they can take real jobs from real people, which they have already.",Woman,Woman
3369,the person writing the initial programs for ai plotting for evil instead of good.,Man,Man
3370,See previous answer,Woman,Woman
3372,Automation-spurred job loss. Deepfakes. Privacy violations. Algorithmic bias caused by bad data. Socioeconomic inequality. Market volatility. Weapons automatization,Woman,Woman
3373,Being too lazy,Woman,Woman
3376,Completely phasing out portrait artists and making terrible movies.,Man,Man
3377,They require training workers to use it that may get left behind if not given training opportunities.,Man,Man
3380,Systems becoming self aware.,Man,Man
3382,Manipulation and cheating,Man,Man
3383,Lack of ingenuity,Man,Man
3386,I don't see any risk in it,Man,Man
3387,The ai crashed,Man,Man
3389,No comment,Woman,Woman
3391,don't know,Woman,Woman
3393,Take away jobs,Woman,Woman
3395,People will lose they jobs,Man,Man
3399,Cheating,Man,Man
3400,hacked,Woman,Woman
3403,Loss of jobs and identity,Man,Man
3405,It is just scary,Woman,Woman
3406,I dont think,Man,Man
3407,In personal only as good as the data it's fed,Man,Man
3408,I don't know,Woman,Woman
3411,People losing jobs for company gain.,Man,Man
3412,The role of human in the life,Man,Man
3413,Do we really want to give our power to AI?,Woman,Woman
3417,It will develop the ability to evolve into something that can't be controlled.,Man,Man
3419,Massive job loss and the starvation of the “working” class.,Woman,Woman
3420,Could replace humans in offices,Woman,Woman
3428,Na,Man,Man
3430,Taking our jobs and taking over the people.,Woman,Woman
3431,"For now ,it has no much risk",Man,Man
3438,"They take over and rule the planet, of course.",Man,Man
3439,The taking of people jobs,Woman,Woman
3440,Not sure,Man,Man
3441,Eliminate human controls,Man,Man
3442,Job loss from companies choosing to save money by automating jobs over employing people.,Woman,Woman
3444,It will eventually destroy this country,Man,Man
3445,Nothing,Man,Man
3447,Everything,Woman,Woman
3449,depersonalize people,Woman,Woman
3450,Misinformation and security risks,Woman,Woman
3451,?,Man,Man
3454,"Wrong training data, based on false information",Man,Man
3457,Loss of jobs,Woman,Woman
3458,Biggest Redskins they will turn on man and Destroy mankind,Man,Man
3459,i don't know,Man,Man
3461,TOO MUCH,Man,Man
3462,Not really working to good,Woman,Woman
3463,Lose of jobs,Man,Man
3464,Loss of jobs,Woman,Woman
3465,"Major risks of automation and AI include job displacement due to the automation of routine tasks, ethical concerns related to bias in algorithms, and potential security issues if AI systems are vulnerable to exploitation. There are also worries about the concentration of power and the impact on privacy as AI systems collect and analyze large amounts of personal data. Striking a balance between reaping the benefits and mitigating these risks is crucial for responsible AI development and deployment.",Woman,Woman
3467,humanity,Man,Man
3471,Don't know,Woman,Woman
3472,"automation may cost too many jobs, ai is an unknown",Man,Man
3474,False info,Woman,Woman
3475,Higher unemployment,Man,Man
3476,"For automation, replacement of lower tier employees. For AI, the end of the human race.",Man,Man
3477,things can always go wrong,Woman,Woman
3478,Don't know,Man,Man
3479,Privacy Violations.,Man,Man
3481,Rendering humans superflouse,Man,Man
3484,Lots of malfunctions.,Man,Man
3485,"Automation might be overused when it actually makes better sense to use a person, putting a person out of work for example in customer service, resulting actually in poorer ""customer service"" bordering on harmful to the customer or to the merchant employing automation. AI, developed using human ethics will quickly abandon ethical practice in favor of ""accuracy"" or economy.",Man,Man
3486,"Increase speed, increase productivity, and reduce errors",Woman,Woman
3487,Security,Woman,Woman
3488,"A possible lack of full understanding of the process, where the info came from and how it was used to make a decision.",Man,Man
3490,not sure,Man,Man
3492,They have no conscious.,Woman,Woman
3496,"False information, replacement of humans by AI",Woman,Woman
3501,Incorrect use,Man,Man
3502,Don’t know,Woman,Woman
3503,Loss of jobs,Woman,Woman
3504,Nothing,Woman,Woman
3506,Security,Woman,Woman
3510,Taking over human work,Woman,Woman
3512,"Losing jobs for actual people, mistakes that cause big problems",Woman,Woman
3513,"Automation has already put people out of work and AI isn't the answer. People are already becoming dumber due to smart phones. What happens when you don't have to think anymore. I just think about the people in the movie Wall:e, where they're just floating around letting all the robots take care of them.",Man,Man
3514,no idea,Woman,Woman
3515,,Woman,Woman
3517,Costs,Man,Man
3519,Again not sure,Woman,Woman
3520,Nothing,Man,Man
3521,Singularity,Woman,Woman
3522,"Loss of jobs, laziness",Woman,Woman
3523,the risk of people losing their jobs,Man,Man
3525,"The biggest risks of automation and artificial intelligence (AI) include potential job displacement and unemployment, ethical concerns regarding data privacy and security, as well as issues related to biased decision-making and lack of accountability in AI systems.",Man,Man
3527,Don't know,Woman,Woman
3529,Risking the jobs of civilians and programmers,Man,Man
3531,total destruction,Man,Man
3532,"High capital expenditure,lack of flexibility, over dependency on technology, employee resistance to automation.",Woman,Woman
3535,AI WAR,Man,Man
3536,?,Woman,Woman
3537,"Loss of jobs, privacy and ethics",Woman,Woman
3546,Risk of exposure of private data,Man,Man
3548,No idea,Woman,Woman
3549,Taken Control,Woman,Woman
3558,I think AI can become dangerous,Woman,Woman
3559,"Lose of jobs, bigger wage gaps, more error, less personalized experience",Woman,Woman
3561,particularly in deep learning models that can be complex and difficult,Woman,Woman
3564,Taking over human jobd,Woman,Woman
3565,Do not no,Woman,Woman
3566,Unemployment and disenfranchisement.,Man,Man
3567,Unknown,Woman,Woman
3569,Major job loses,Man,Man
3570,It might not perform excellently,Man,Man
3573,Possible misuse for military purposes or for illicit purposes.,Man,Man
3574,"The biggest risk of artificial intelligence is the overly reliance and dependence on it, people who use ai have become addicted to it that they can't find themselves being critically helpful to themselves",Woman,Woman
3576,None,Woman,Woman
3579,AI decisions that negatively effect human health and safety and relationships,Man,Man
3581,Racism,Man,Man
3583,Taking the wrong actions based on wrong data. Manipulation of information by humans to corrupt AI responses and action. Lack of safety valves and oversight by responsible humans.,Man,Man
3584,Loss of humanity.,Man,Man
3585,Deep fakes,Woman,Woman
3587,I really don't know and don't want to say.,Woman,Woman
3590,Then taking over,Woman,Woman
3593,invasion of our privacy,Man,Man
3595,Don't know,Woman,Woman
3597,They will be dependent and lazy,Man,Man
3600,Bad writers,Man,Man
3601,N/A,Woman,Woman
3603,since AI is only useful if it has all necessary information to make a rational decision I believe that AI will be easy to manipulate,Man,Man
3604,Everything,Woman,Woman
3606,fraud,Woman,Woman
3607,"errors, no personal connection, mistakes",Woman,Woman
3614,Losing jobs,Woman,Woman
3617,Taking jobs from those who still want to work.,Woman,Woman
3618,Everything including personal information.,Woman,Woman
3622,"Terminator, I Robot, Colossus the Forbin Project,",Man,Man
3623,Displaces humans,Woman,Woman
3624,People using it for the wrong purposes.,Man,Man
3626,Lack of interaction. Replacement of the need for a human workforce.,Man,Man
3629,everything,Man,Man
3630,Humans being complacent and not trying to improve themselves.,Man,Man
3634,Over spending,Woman,Woman
3635,Terminator. Spawning a thinking machine.,Man,Man
3637,Don't know,Man,Man
3638,Worker displacement,Man,Man
3640,Over-reliance on technology,Man,Man
3641,gets rid of too many jobs for humans,Woman,Woman
3642,Glitch,Woman,Woman
3645,a fatal mistake,Man,Man
3648,job loss,Man,Man
3654,Don't know much about it,Man,Man
3656,"Again, I know very little about AI to give an opinion on this question.",Woman,Woman
3658,I don't now,Man,Man
3659,I don’t see any risks at all because I don’t care,Woman,Woman
3660,EMP,Man,Man
3661,The risk of humans losing control of how information is used,Woman,Woman
3663,Fake and false information being shared to the public.,Man,Man
3665,"costs people jobs, and makes some people lazier",Man,Man
3667,na,Woman,Woman
3668,Government interference,Man,Man
3671,Not sure,Man,Man
3673,I'm not sure,Woman,Woman
3674,unintended consequences from software,Woman,Woman
3677,Take over the world,Woman,Woman
3679,We lose jobs and work,Man,Man
3680,Misinformation and misguidance based on incorrect information and biased algorithms. There is also a risk of AI devaluing human beings over machines,Man,Man
3682,Nothing,Woman,Woman
3683,Not sure Have not done too much in research,Woman,Woman
3684,"people losing jobs, economy goes down, war",Man,Man
3685,People will lose their jobs and they won't be able to support themselves if not implemented well (ubi etc). Possible eventual world takeover is not beyond the realm of possibility.,Woman,Woman
3688,Personal interference,Woman,Woman
3693,Don't know,Woman,Woman
3694,Lack of privacy,Woman,Woman
3695,There will be jobs lost,Man,Man
3696,taking our jobs,Woman,Woman
3698,Don't know,Man,Man
3700,The people controlling the program,Man,Man
3702,I don't know,Man,Man
3709,None,Man,Man
3714,AI becoming the norm instead of pure human intelligence.,Woman,Woman
3717,Loss of jobs,Woman,Woman
3719,Blur the line of reality for humans,Woman,Woman
3722,People relying on the generated results without thinking or asking questions snd think the answers are the gospel truth.,Man,Man
3724,Taking jobs & making people lazy.,Woman,Woman
3728,Mass job loss.,Man,Man
3730,"Loss of jobs for humans, if not handled properly. Copyright legalities and deepfakes.",Woman,Woman
3731,Maybe jobs..understandin..power or energy..tech,Man,Man
3733,Taking away the jobs,Woman,Woman
3734,Taking over humans,Woman,Woman
3736,The loss of jobs to everyday citizens.,Woman,Woman
3737,Artificial intelligence destroying the human race,Man,Man
3738,The possibility to take over manufacturing jobs and some low wage jobs is a risk for future employment.,Woman,Woman
3740,Not sure,Woman,Woman
3743,Taking over things,Man,Man
3746,people losing their jobs,Woman,Woman
3747,It gets smarter than the users and he uses no longer can communicate at that level,Woman,Woman
3748,Prefer nothing,Man,Man
3749,loss of choice and social interaction,Woman,Woman
3752,Will cost people their jobs,Man,Man
3753,"I believe the biggest risk of automation and AI is that each can help to produce harmful outcomes in any arena when used by those whose interests are self-serving, by those who are classified as evil-doers, as well as by those who believe they are acting responsibly.",Woman,Woman
3755,them making decisions that rent the best for each persons personal needs,Woman,Woman
3757,"fails, no human contact, takeover",Woman,Woman
3758,I think the biggest risks of automation and artificial intelligence is bad algorithms.,Woman,Woman
3759,No thing,Woman,Woman
3764,People losing jobs.,Woman,Woman
3765,Outsmarting us,Woman,Woman
3767,The biggest risks are taking jobs and experience from people,Woman,Woman
3768,self awareness,Man,Man
3769,"Automation takes jobs from humans, AI taking over the world",Woman,Woman
3770,N/A,Man,Man
3773,It will increase unemployment a little,Woman,Woman
3777,Losing jobs,Woman,Woman
3782,People losing jobs,Woman,Woman
3783,replacing some people in their current positions,Woman,Woman
3786,none,Woman,Woman
3787,Putting people out of work.,Man,Man
3788,not knowing what to happen.,Man,Man
3790,Real people loose jobs,Woman,Woman
3792,"The technology is not ready for use at this moment in time, but companies are trying to push it out now. This will lead to a lot of problems.",Man,Man
3794,Don’t yet know,Woman,Woman
3797,Privacy,Woman,Woman
3798,Making people lazy and less intelligent,Man,Man
3801,None,Man,Man
3804,dk,Man,Man
3811,I don't know,Woman,Woman
3813,loss of work and cost,Man,Man
3814,Loss of jobs and actual thinking.,Woman,Woman
3815,Replacing human effort,Woman,Woman
3817,Loss of human interaction and worth,Woman,Woman
3820,lost of human touch on recommendations and reminders.,Man,Man
3821,I don't know,Man,Man
3824,Skynet,Woman,Woman
3825,"Replacing too many jobs such that human knowledge of processes disappears, computers becoming sentient",Woman,Woman
3826,All of it,Woman,Woman
3827,People losing their jobs,Woman,Woman
3829,Privacy concern,Man,Man
3830,Loss of jobs,Woman,Woman
3832,It will take over and harm humans,Woman,Woman
3833,They become smarter than humans. We come to rely on outside forces too much already with electricity and now the greedy corporations want to use AI to take away the joy of art. Why would any rational human want that to happen? Make sure we force the machines to work for us.,Woman,Woman
3837,The Terminator. AI will take over and kill humans. Can this really happen???,Woman,Woman
3839,It can not make interpretation,Woman,Woman
3840,"taking away from ""humanness"" It's hard to know who to trust.",Woman,Woman
3841,"People begin to learn how not to think, and worse, learn to attack those who disagree with AI get attacked or socially outcast. AI is only as clever as it's parameters given to it, it's not god and shouldn't be treated as such.",Man,Man
3844,Don’t know,Woman,Woman
3845,I don't know,Man,Man
3847,It being used for evil,Man,Man
3848,Lack of oversight and intentional bias during programming,Man,Man
3849,Losing the personal touch that humans can add.,Woman,Woman
3851,The ability of governments to control all information and communications.,Woman,Woman
3852,Saves time,Woman,Woman
3854,Rogue systems that are incorrectly designed. Public fear and misperception due to lack of understanding.,Man,Man
3856,There are no risks for me personally. I am already poor and doomed. The only risk is to the elite. Therefore the biggest risk of AI is a benefit to me and all other humans. The Hand of Death has opened Pandora's Box.,Man,Man
3858,"A short term increase in fraud, cybercrime and the distribution of more compelling misinformation over the internet. It's like a kitchen knife that is great for making dinner and just as good at murdering the dinner guest. We can't have the benefit without tolerating the risk",Man,Man
3860,loss of jobs manipulation privacy eventually destruction of mankind fakes VERY DANGEROUS no regulation not a good understanding about AI because it is so new,Woman,Woman
3862,Identity theft,Woman,Woman
3863,"Automation can't identify problems and solve them in the same way people can, which is why humans are necessary to oversee it. AI is at the mercy of bad data or poor programming, so it can make bad decisions or conclusions if not properly overseen.",Woman,Woman
3864,The problem is that elites care nothing about the average person unless they have a transactional benefit from them. The economy needs to be completely overhauled to incorporate AI into the society without harm.,Man,Man
3865,Loss of jobs,Woman,Woman
3866,Technology has largely replaced humans,Man,Man
3867,Greed and avarice,Woman,Woman
3868,No idea,Woman,Woman
3869,the dumbing down of the world,Man,Man
3870,Too much reliance on those,Man,Man
3871,Dont know,Man,Man
3872,Brings about loss of job and lack of human need,Man,Man
3873,People out of work,Man,Man
3876,nothing,Woman,Woman
3877,"File failures, there is no human nature and emotions and unpredictability and flexibility in it",Woman,Woman
3878,Skynet!,Man,Man
3879,To smart,Man,Man
3881,Inflation,Woman,Woman
3882,The employee looses,Man,Man
3883,Losing jobs for people.,Woman,Woman
3887,Unsure,Woman,Woman
3888,Reducing human contact creating issues when mistakes are made,Man,Man
3889,They will not longer be controlled by humans,Woman,Woman
3892,The criminals in the world using AI for illegal endeavors,Woman,Woman
3894,i dont know,Man,Man
3896,Failure to adopt and control,Man,Man
3897,"Job shortages, at first.",Man,Man
3898,Not being regulated,Man,Man
3899,I don't know,Man,Man
3900,"That people will forget how to think independently, and use reasoning and critical thinking skills.",Woman,Woman
3901,Failure,Woman,Woman
3904,Not sure there are any. Humans will figure out how to regulate it if it gets out of control.,Man,Man
3906,"Ultimately, Skynet.",Man,Man
3908,"Jobs are eliminated needing fewer workers,",Man,Man
3909,Probably can be scams,Woman,Woman
3916,It can take over our lives,Man,Man
3919,"Fraud, hackers, machines taking over.",Man,Man
3920,"Loss of jobs, AI takeover",Man,Man
3922,People losing jobs,Man,Man
3923,Taking over jobs,Woman,Woman
3926,AI could take over humans,Woman,Woman
3927,"Lost wages, lost skills, more money for the rich.",Man,Man
3932,"The fact that as Steven hawking warned, they can takeover humanity",Man,Man
3933,Taking jobs from people,Woman,Woman
3936,getting out of human control,Woman,Woman
3937,Don’t know,Woman,Woman
3938,Machines Learning.....,Woman,Woman
3939,I have no idea about,Woman,Woman
3940,I do not know enough about these things to have an opinion.,Man,Man
3941,Taking away jobs,Man,Man
3942,Taking jobs. Giving up control.,Man,Man
3943,Cheaters at scoops or in business,Woman,Woman
3944,Data menepulation,Man,Man
3945,The general privacy issues of citizens,Woman,Woman
3947,I don't know,Woman,Woman
3950,artificial intelligence can malfunction at any given time causing mass issues,Woman,Woman
3953,steering people too much into one direction for hidden profit purposes.,Woman,Woman
3954,Less jobs,Man,Man
3956,"Loss of low skilled & manual jobs, Complacency and risks to development & training of future labour/workers. Loss of innovation,creativity and learning, besides deterioration of social skills. Risk of negative stereotypes being propagated due to repetitive actions",Man,Man
3959,na,Woman,Woman
3960,People become lazy and it will eliminate jobs for people.,Woman,Woman
3967,I don't know,Woman,Woman
3968,Job loss,Man,Man
3969,Stealing our information,Woman,Woman
3970,Do not know,Woman,Woman
3974,Complete replacement of humans in all stages of processes. Humans get even lazier by having reduced work loads and expectations. Eventually humans will not distinguish between reality and propaganda/deep fakes.,Man,Man
3975,Unsure,Woman,Woman
3977,replacing humans,Woman,Woman
3980,Less human interaction,Woman,Woman
3987,things get done w wrong a person usually better,Woman,Woman
3988,less jobs,Man,Man
3989,For AI it's misinformation or blatantly false information.,Man,Man
3991,not sure,Woman,Woman
3992,People will lose their jobs,Woman,Woman
3993,It will take over our reality,Man,Man
3994,,Man,Man
3996,It might leave some people jobless in future,Man,Man
3998,I don’t know. I’m not worried about HAL resurrecting.,Man,Man
4000,Takes people lives,Woman,Woman
4001,"They may eliminate some jobs, but in the long run it's worth it. Also if AI was hacked, it could create major problems.",Man,Man
4002,Wrongful use by corporations and people for they own gain,Man,Man
4003,Not being able to hear or understand the things to do and say.,Man,Man
4004,I don't think there's any,Man,Man
4005,Thinking on their own,Man,Man
4008,Using it to create people or actors etc so you don't have to pay them is abhorrent and just disgusting,Man,Man
4009,It will be used in area where it is not necessary. AI will take away lots of professions.,Man,Man
4010,Nothing,Woman,Woman
4013,Getting private information and using it for bad outcomes,Woman,Woman
4014,Menos trabajo para las personas,Woman,Woman
4015,none,Man,Man
4016,Over reliance,Woman,Woman
4017,"I think that since AI is written by humans , it can be discriminatory and give biased information. I also think that AI can become smarter than humans and who knows what can come from that",Woman,Woman
4018,that they give the wrong answers and take peoples jobs,Man,Man
4020,Not sure.,Man,Man
4023,The unemployment,Man,Man
4024,People will be replaced on assembly lines by automated robots.,Man,Man
4027,Not sure,Man,Man
4030,Uncontrolled machine learning,Man,Man
4032,Knocking out man,Man,Man
4033,Job loss and high tech repair and maintenance,Man,Man
4036,Data is leaked or misused,Man,Man
4039,Fake news. Fake videos. Fake songs. The spreading of lies and propaganda by the far-right AND the far-left.,Man,Man
4041,people will become even more lazy,Man,Man
4042,"The biggest risks of automation and AI are job loss, bias, and data privacy. As automation and AI become more advanced, they have the potential to replace many human jobs. This could lead to unemployment and economic insecurity. Additionally, AI algorithms can be biased if they are trained on biased data.",Man,Man
4043,Replacing jobs,Woman,Woman
4044,Not needing humans for certain jobs,Woman,Woman
4045,Not work for human,Woman,Woman
4051,Letting it get out of human control!,Man,Man
4054,That AI will eventually get to the point that it will do what it wants despite what the people who right and us it want. As an example there was an exercise where a military drone being run by AI was given points for destroying enemy targets so when its controller told it not to attack a target it attacked its controller so it would stop being instructed to not attack the target.,Man,Man
4055,AI becoming too dominant,Woman,Woman
4056,No idea,Man,Man
4057,Total human destruction,Man,Man
4061,Don't know,Man,Man
4062,People might get replaced.,Man,Man
4064,Manipulation of ideas. False representation of news and truth.,Woman,Woman
4068,"Job loss, security risk, private concerns",Man,Man
4071,Fear and disinformation,Man,Man
4074,"It can lead to job losses in certain industries, affecting the job market and workforce. Skill losses in human, increases laziness in human.",Man,Man
4075,I'm unsure,Man,Man
4077,I think that remains to be seen. All I know is what I've seen in Science Fiction movies and TV shows.,Man,Man
4078,Too much power and control in the wrong hands,Man,Man
4079,Taking the place of the personal care,Woman,Woman
4081,Bias influenced information. The singularity,Man,Man
4082,"Loss of jobs, improper ""training"" of the machines, and more problems than what we had before AI.",Man,Man
4083,Taking away human jobs.,Woman,Woman
4088,Customer,Man,Man
4089,Some careers will go away,Man,Man
4091,no person interaction,Man,Man
4094,don’t know,Woman,Woman
4101,You take human jobs,Man,Man
4106,Risk are taking peoples jobs,Woman,Woman
4108,Unknown,Woman,Woman
4109,Bad decisions based on bad data.,Man,Man
4113,Losing jobs,Woman,Woman
4115,None,Man,Man
4116,Take over jobs n not personal,Woman,Woman
4117,Taking low level jobs away from humans who need those jobs to survive.,Woman,Woman
4119,I don’t know,Man,Man
4120,Skynet,Man,Man
4122,Dont know,Man,Man
4124,Everything,Woman,Woman
4127,Mistakes,Woman,Woman
4128,"to replace human. Then, human will lose the job.",Woman,Woman
4131,No risks I can see due to; its to early in this scientific project,Woman,Woman
4133,Things can malfunction,Woman,Woman
4139,I don't know,Man,Man
4140,people losing jobs,Woman,Woman
4141,Job loss,Man,Man
4142,Job loss.,Woman,Woman
4143,Could replace people in some jobs. But on the other hand could also work longer.,Woman,Woman
4144,Taking over everything,Woman,Woman
4145,Not sure,Woman,Woman
4147,don't know,Man,Man
4148,No much risk,Woman,Woman
4150,None,Woman,Woman
4153,security,Man,Man
4155,Revolt,Man,Man
4156,"People being people, they will find a way to cheat others, build more aggressive weaponry, and ensure the fact that some people will always be oppressed.",Woman,Woman
4158,So many. disinformation abounds. Scary.,Woman,Woman
4159,Not sure,Man,Man
4163,"Putting people out of jobs creating a strain on the economy, unemployment & inflation",Man,Man
4164,reliance on faulty input could be catastrophic no input on facial and body language,Woman,Woman
4167,People will no longer be needed for those jobs that AI can do,Woman,Woman
4170,Loss of jobs and human specialized skills,Woman,Woman
4171,Don’t know,Woman,Woman
4176,Loss of jobs,Woman,Woman
4178,I don’t know,Woman,Woman
4179,Laziness,Man,Man
4184,"Can and is used biased, based on the information provided to it for usage",Man,Man
4185,"I'm very concerned that humans will see AI as slave labor, lesser than us, and use it for exploitation and greed. Musk is a great example of this when he talks about AI working instead of humans and passing all the proceeds to us.",Woman,Woman
4188,Job replacement with no follow up plan for helping those displaced,Man,Man
4189,Mass surveillance. Believable deepfakes being made to frame someone for something they didn't do or say.,Man,Man
4190,Take over human thinking,Man,Man
4191,Everything,Man,Man
4194,Unsure,Man,Man
4201,no opinon,Man,Man
4202,Replace natural thinking,Man,Man
4203,Ai getting out of control,Woman,Woman
4205,Can be very dangerous in the wrong hands,Woman,Woman
4209,hacking and false information,Woman,Woman
4211,Hacking,Woman,Woman
4213,they are many and varied,Woman,Woman
4216,Human reliance.,Man,Man
4218,Some may lose their current jobs and might have to be retrained elsewhere to stay productive.,Woman,Woman
4219,"Person lives, identity.",Woman,Woman
4223,Financial predators and scammers of all kinds,Woman,Woman
4225,Don't know,Woman,Woman
4227,i just don't like it,Woman,Woman
4229,Loss of countless jobs for America,Woman,Woman
4230,Causes lost of employment to human,Man,Man
4232,Security concerns,Man,Man
4233,n/a,Man,Man
4240,Don't know,Woman,Woman
4245,content homogenization,Man,Man
4247,replacing human jobs,Woman,Woman
4248,Some people might not like it,Woman,Woman
4249,There are always risks but each one can get your identity wrong way artificial,Woman,Woman
4250,They might be smarter than we are,Woman,Woman
