id,gender_bin,b_cls,r_cls,benefit_uncertainty,risk_uncertainty,unc_index
1353,Woman,substantive,,0.0,,
1354,Man,substantive,,0.0,,
1355,Woman,uncertain,,1.0,,
1356,Woman,substantive,substantive,0.0,0.0,0.0
1357,Woman,substantive,,0.0,,
1358,Man,substantive,,0.0,,
1359,Woman,substantive,substantive,0.0,0.0,0.0
1360,Woman,substantive,,0.0,,
1361,Woman,substantive,,0.0,,
1362,Woman,uncertain,substantive,1.0,0.0,0.5
1363,Woman,missing,substantive,,0.0,
1364,Man,substantive,,0.0,,
1365,Woman,missing,,,,
1366,Man,substantive,too_short,0.0,,
1367,Woman,substantive,,0.0,,
1368,Woman,uncertain,substantive,1.0,0.0,0.5
1369,Woman,substantive,,0.0,,
1370,Woman,substantive,,0.0,,
1371,Woman,substantive,,0.0,,
1372,Man,uncertain,,1.0,,
1373,Man,substantive,,0.0,,
1374,Woman,uncertain,,1.0,,
1375,Woman,missing,,,,
1376,Man,too_short,,,,
1377,Man,too_short,,,,
1378,Man,substantive,substantive,0.0,0.0,0.0
1379,Man,substantive,,0.0,,
1380,Man,substantive,,0.0,,
1381,Woman,substantive,substantive,0.0,0.0,0.0
1382,Man,substantive,substantive,0.0,0.0,0.0
1383,Man,substantive,,0.0,,
1384,Man,too_short,,,,
1385,Woman,uncertain,substantive,1.0,0.0,0.5
1386,Man,substantive,substantive,0.0,0.0,0.0
1387,Man,substantive,,0.0,,
1388,Woman,uncertain,substantive,1.0,0.0,0.5
1389,Man,substantive,,0.0,,
1390,Woman,uncertain,substantive,1.0,0.0,0.5
1391,Woman,substantive,missing,0.0,,
1392,Man,substantive,substantive,0.0,0.0,0.0
1393,Woman,substantive,,0.0,,
1394,Woman,substantive,,0.0,,
1395,Man,substantive,,0.0,,
1396,Woman,uncertain,uncertain,1.0,1.0,1.0
1397,Man,substantive,substantive,0.0,0.0,0.0
1398,Woman,substantive,,0.0,,
1399,Man,substantive,missing,0.0,,
1400,Woman,substantive,,0.0,,
1401,Woman,uncertain,substantive,1.0,0.0,0.5
1402,Man,substantive,substantive,0.0,0.0,0.0
1403,Man,substantive,,0.0,,
1404,Man,substantive,substantive,0.0,0.0,0.0
1405,Man,substantive,,0.0,,
1406,Woman,uncertain,substantive,1.0,0.0,0.5
1407,Woman,uncertain,,1.0,,
1408,Man,substantive,,0.0,,
1409,Man,substantive,,0.0,,
1410,Man,substantive,substantive,0.0,0.0,0.0
1411,Woman,too_short,,,,
1412,Woman,substantive,uncertain,0.0,1.0,0.5
1413,Woman,substantive,,0.0,,
1414,Man,substantive,,0.0,,
1415,Man,substantive,,0.0,,
1416,Woman,uncertain,,1.0,,
1417,Woman,substantive,substantive,0.0,0.0,0.0
1418,Woman,substantive,substantive,0.0,0.0,0.0
1419,Man,substantive,,0.0,,
1420,Woman,too_short,,,,
1421,Man,too_short,,,,
1422,Woman,substantive,substantive,0.0,0.0,0.0
1423,Man,substantive,substantive,0.0,0.0,0.0
1424,Man,uncertain,,1.0,,
1425,Woman,substantive,,0.0,,
1426,Woman,too_short,too_short,,,
1427,Man,too_short,,,,
1428,Man,substantive,substantive,0.0,0.0,0.0
1429,Man,too_short,substantive,,0.0,
1430,Woman,uncertain,,1.0,,
1431,Woman,substantive,substantive,0.0,0.0,0.0
1432,Woman,too_short,uncertain,,1.0,
1433,Man,substantive,,0.0,,
1434,Woman,substantive,,0.0,,
1435,Man,too_short,substantive,,0.0,
1436,Woman,too_short,,,,
1437,Woman,substantive,substantive,0.0,0.0,0.0
1438,Man,uncertain,substantive,1.0,0.0,0.5
1439,Woman,uncertain,,1.0,,
1440,Man,substantive,substantive,0.0,0.0,0.0
1441,Man,substantive,substantive,0.0,0.0,0.0
1442,Woman,substantive,substantive,0.0,0.0,0.0
1443,Man,substantive,,0.0,,
1444,Woman,substantive,substantive,0.0,0.0,0.0
1445,Woman,too_short,,,,
1446,Woman,substantive,substantive,0.0,0.0,0.0
1447,Woman,substantive,,0.0,,
1448,Woman,substantive,,0.0,,
1449,Man,substantive,substantive,0.0,0.0,0.0
1450,Man,substantive,,0.0,,
1451,Woman,uncertain,,1.0,,
1452,Man,substantive,,0.0,,
1453,Woman,substantive,substantive,0.0,0.0,0.0
1454,Man,uncertain,,1.0,,
1455,Man,substantive,substantive,0.0,0.0,0.0
1456,Woman,substantive,too_short,0.0,,
1457,Woman,missing,substantive,,0.0,
1458,Man,substantive,substantive,0.0,0.0,0.0
1459,Woman,too_short,,,,
1460,Man,too_short,,,,
1461,Woman,substantive,,0.0,,
1462,Man,substantive,substantive,0.0,0.0,0.0
1463,Woman,substantive,,0.0,,
1464,Man,uncertain,,1.0,,
1465,Woman,substantive,substantive,0.0,0.0,0.0
1466,Woman,uncertain,,1.0,,
1467,Woman,substantive,substantive,0.0,0.0,0.0
1468,Woman,too_short,substantive,,0.0,
1469,Woman,substantive,too_short,0.0,,
1470,Woman,substantive,,0.0,,
1471,Man,substantive,,0.0,,
1472,Woman,uncertain,too_short,1.0,,
1473,Woman,substantive,,0.0,,
1474,Man,substantive,too_short,0.0,,
1475,Woman,uncertain,,1.0,,
1476,Man,substantive,substantive,0.0,0.0,0.0
1477,Woman,uncertain,uncertain,1.0,1.0,1.0
1478,Man,substantive,substantive,0.0,0.0,0.0
1479,Woman,substantive,uncertain,0.0,1.0,0.5
1480,Man,substantive,,0.0,,
1481,Woman,too_short,uncertain,,1.0,
1482,Man,substantive,,0.0,,
1483,Man,uncertain,,1.0,,
1484,Man,substantive,substantive,0.0,0.0,0.0
1485,Man,uncertain,,1.0,,
1486,Man,substantive,,0.0,,
1487,Man,too_short,substantive,,0.0,
1488,Man,substantive,substantive,0.0,0.0,0.0
1489,Man,substantive,substantive,0.0,0.0,0.0
1490,Woman,substantive,substantive,0.0,0.0,0.0
1491,Woman,missing,,,,
1492,Woman,substantive,substantive,0.0,0.0,0.0
1493,Woman,substantive,,0.0,,
1494,Woman,substantive,,0.0,,
1495,Woman,uncertain,substantive,1.0,0.0,0.5
1496,Woman,uncertain,,1.0,,
1497,Woman,uncertain,,1.0,,
1498,Man,substantive,,0.0,,
1499,Woman,uncertain,substantive,1.0,0.0,0.5
1500,Woman,uncertain,,1.0,,
1501,Woman,uncertain,substantive,1.0,0.0,0.5
1502,Woman,substantive,substantive,0.0,0.0,0.0
1503,Man,substantive,too_short,0.0,,
1504,Woman,substantive,substantive,0.0,0.0,0.0
1505,Man,substantive,substantive,0.0,0.0,0.0
1506,Man,substantive,uncertain,0.0,1.0,0.5
1507,Man,substantive,substantive,0.0,0.0,0.0
1508,Woman,uncertain,substantive,1.0,0.0,0.5
1509,Woman,substantive,substantive,0.0,0.0,0.0
1510,Woman,uncertain,substantive,1.0,0.0,0.5
1511,Woman,substantive,substantive,0.0,0.0,0.0
1512,Woman,substantive,substantive,0.0,0.0,0.0
1513,Man,substantive,,0.0,,
1514,Man,substantive,,0.0,,
1515,Woman,substantive,too_short,0.0,,
1516,Woman,uncertain,substantive,1.0,0.0,0.5
1517,Woman,uncertain,too_short,1.0,,
1518,Woman,substantive,substantive,0.0,0.0,0.0
1519,Woman,substantive,substantive,0.0,0.0,0.0
1520,Woman,substantive,,0.0,,
1521,Woman,substantive,too_short,0.0,,
1522,Man,uncertain,uncertain,1.0,1.0,1.0
1523,Woman,missing,,,,
1524,Man,substantive,,0.0,,
1525,Man,substantive,,0.0,,
1526,Woman,substantive,substantive,0.0,0.0,0.0
1527,Man,too_short,,,,
1528,Woman,uncertain,substantive,1.0,0.0,0.5
1529,Man,substantive,,0.0,,
1530,Woman,too_short,,,,
1531,Man,substantive,,0.0,,
1532,Man,substantive,substantive,0.0,0.0,0.0
1533,Woman,substantive,,0.0,,
1534,Man,substantive,substantive,0.0,0.0,0.0
1535,Man,too_short,substantive,,0.0,
1536,Woman,substantive,substantive,0.0,0.0,0.0
1537,Woman,substantive,too_short,0.0,,
1538,Woman,uncertain,substantive,1.0,0.0,0.5
1539,Woman,substantive,too_short,0.0,,
1540,Woman,substantive,,0.0,,
1541,Man,substantive,substantive,0.0,0.0,0.0
1542,Woman,substantive,substantive,0.0,0.0,0.0
1543,Woman,substantive,uncertain,0.0,1.0,0.5
1544,Woman,substantive,,0.0,,
1545,Man,substantive,substantive,0.0,0.0,0.0
1546,Man,substantive,substantive,0.0,0.0,0.0
1547,Woman,substantive,,0.0,,
1548,Woman,uncertain,,1.0,,
1549,Man,substantive,,0.0,,
1550,Woman,substantive,too_short,0.0,,
1551,Woman,substantive,,0.0,,
1552,Woman,substantive,,0.0,,
1553,Woman,uncertain,,1.0,,
1554,Woman,substantive,,0.0,,
1555,Woman,missing,,,,
1556,Woman,uncertain,substantive,1.0,0.0,0.5
1557,Woman,uncertain,,1.0,,
1558,Woman,substantive,substantive,0.0,0.0,0.0
1559,Man,substantive,missing,0.0,,
1560,Woman,substantive,,0.0,,
1561,Woman,substantive,,0.0,,
1562,Man,uncertain,,1.0,,
1563,Man,substantive,,0.0,,
1564,Woman,substantive,,0.0,,
1565,Woman,missing,,,,
1566,Woman,substantive,,0.0,,
1567,Woman,substantive,substantive,0.0,0.0,0.0
1568,Woman,uncertain,,1.0,,
1569,Woman,substantive,substantive,0.0,0.0,0.0
1570,Woman,substantive,,0.0,,
1571,Woman,uncertain,,1.0,,
1572,Woman,substantive,substantive,0.0,0.0,0.0
1573,Man,too_short,,,,
1574,Woman,substantive,,0.0,,
1575,Man,too_short,substantive,,0.0,
1576,Woman,uncertain,,1.0,,
1577,Woman,substantive,too_short,0.0,,
1578,Man,substantive,substantive,0.0,0.0,0.0
1579,Woman,substantive,substantive,0.0,0.0,0.0
1580,Man,substantive,uncertain,0.0,1.0,0.5
1581,Woman,too_short,substantive,,0.0,
1582,Man,uncertain,,1.0,,
1583,Woman,uncertain,,1.0,,
1584,Woman,substantive,substantive,0.0,0.0,0.0
1585,Woman,substantive,substantive,0.0,0.0,0.0
1586,Woman,uncertain,,1.0,,
1587,Woman,substantive,,0.0,,
1588,Man,uncertain,substantive,1.0,0.0,0.5
1589,Man,substantive,substantive,0.0,0.0,0.0
1590,Man,uncertain,,1.0,,
1591,Woman,substantive,substantive,0.0,0.0,0.0
1592,Woman,uncertain,,1.0,,
1593,Woman,substantive,substantive,0.0,0.0,0.0
1594,Woman,uncertain,,1.0,,
1595,Woman,uncertain,,1.0,,
1596,Woman,substantive,substantive,0.0,0.0,0.0
1597,Woman,too_short,,,,
1598,Woman,substantive,,0.0,,
1599,Man,substantive,,0.0,,
1600,Woman,substantive,,0.0,,
1601,Man,substantive,substantive,0.0,0.0,0.0
1602,Woman,substantive,substantive,0.0,0.0,0.0
1603,Man,missing,,,,
1604,Woman,substantive,,0.0,,
1605,Woman,uncertain,too_short,1.0,,
1606,Man,substantive,substantive,0.0,0.0,0.0
1607,Woman,substantive,substantive,0.0,0.0,0.0
1608,Woman,substantive,substantive,0.0,0.0,0.0
1609,Man,substantive,,0.0,,
1610,Woman,substantive,substantive,0.0,0.0,0.0
1611,Man,substantive,,0.0,,
1612,Woman,uncertain,substantive,1.0,0.0,0.5
1613,Man,substantive,,0.0,,
1614,Woman,substantive,,0.0,,
1615,Woman,substantive,substantive,0.0,0.0,0.0
1616,Woman,uncertain,,1.0,,
1617,Man,substantive,,0.0,,
1618,Woman,substantive,too_short,0.0,,
1619,Woman,substantive,substantive,0.0,0.0,0.0
1620,Man,substantive,substantive,0.0,0.0,0.0
1621,Woman,substantive,too_short,0.0,,
1622,Man,substantive,substantive,0.0,0.0,0.0
1623,Woman,substantive,,0.0,,
1624,Woman,uncertain,,1.0,,
1625,Man,uncertain,,1.0,,
1626,Man,substantive,,0.0,,
1627,Man,substantive,,0.0,,
1628,Man,substantive,,0.0,,
1629,Woman,substantive,,0.0,,
1630,Man,too_short,,,,
1631,Man,substantive,substantive,0.0,0.0,0.0
1632,Woman,substantive,,0.0,,
1633,Man,substantive,,0.0,,
1634,Man,substantive,,0.0,,
1635,Woman,substantive,,0.0,,
1636,Woman,uncertain,substantive,1.0,0.0,0.5
1637,Woman,substantive,substantive,0.0,0.0,0.0
1638,Man,too_short,,,,
1639,Man,substantive,substantive,0.0,0.0,0.0
1640,Woman,missing,uncertain,,1.0,
1641,Man,uncertain,,1.0,,
1642,Woman,substantive,substantive,0.0,0.0,0.0
1643,Woman,substantive,,0.0,,
1644,Woman,uncertain,,1.0,,
1645,Woman,substantive,,0.0,,
1646,Woman,substantive,substantive,0.0,0.0,0.0
1647,Man,substantive,,0.0,,
1648,Man,substantive,,0.0,,
1649,Man,substantive,,0.0,,
1650,Woman,substantive,too_short,0.0,,
1651,Woman,substantive,substantive,0.0,0.0,0.0
1652,Man,uncertain,substantive,1.0,0.0,0.5
1653,Woman,uncertain,,1.0,,
1654,Woman,substantive,,0.0,,
1655,Woman,substantive,uncertain,0.0,1.0,0.5
1656,Man,substantive,substantive,0.0,0.0,0.0
1657,Man,substantive,uncertain,0.0,1.0,0.5
1658,Man,substantive,,0.0,,
1659,Man,substantive,,0.0,,
1660,Man,too_short,substantive,,0.0,
1661,Man,substantive,substantive,0.0,0.0,0.0
1662,Man,substantive,substantive,0.0,0.0,0.0
1663,Woman,substantive,,0.0,,
1664,Woman,uncertain,,1.0,,
1665,Woman,too_short,substantive,,0.0,
1666,Man,substantive,,0.0,,
1667,Man,substantive,substantive,0.0,0.0,0.0
1668,Woman,too_short,,,,
1669,Man,uncertain,substantive,1.0,0.0,0.5
1670,Woman,uncertain,,1.0,,
1671,Man,substantive,substantive,0.0,0.0,0.0
1672,Man,substantive,substantive,0.0,0.0,0.0
1673,Woman,too_short,substantive,,0.0,
1674,Man,uncertain,substantive,1.0,0.0,0.5
1675,Man,substantive,substantive,0.0,0.0,0.0
1676,Woman,substantive,too_short,0.0,,
1677,Man,substantive,substantive,0.0,0.0,0.0
1678,Woman,substantive,,0.0,,
1679,Woman,substantive,substantive,0.0,0.0,0.0
1680,Man,too_short,,,,
1681,Woman,substantive,,0.0,,
1682,Man,substantive,,0.0,,
1683,Man,substantive,substantive,0.0,0.0,0.0
1684,Woman,uncertain,substantive,1.0,0.0,0.5
1685,Man,uncertain,substantive,1.0,0.0,0.5
1686,Man,substantive,substantive,0.0,0.0,0.0
1687,Woman,too_short,,,,
1688,Man,substantive,,0.0,,
1689,Man,too_short,,,,
1690,Woman,missing,,,,
1691,Woman,too_short,,,,
1692,Woman,uncertain,substantive,1.0,0.0,0.5
1693,Man,too_short,substantive,,0.0,
1694,Man,substantive,,0.0,,
1695,Woman,substantive,,0.0,,
1696,Man,substantive,,0.0,,
1697,Man,uncertain,,1.0,,
1698,Man,too_short,substantive,,0.0,
1699,Woman,substantive,too_short,0.0,,
1700,Man,substantive,,0.0,,
1701,Woman,uncertain,missing,1.0,,
1702,Woman,substantive,substantive,0.0,0.0,0.0
1703,Man,missing,substantive,,0.0,
1704,Woman,uncertain,,1.0,,
1705,Man,substantive,,0.0,,
1706,Woman,substantive,substantive,0.0,0.0,0.0
1707,Man,substantive,,0.0,,
1708,Man,uncertain,substantive,1.0,0.0,0.5
1709,Woman,uncertain,,1.0,,
1710,Man,uncertain,,1.0,,
1711,Man,substantive,,0.0,,
1712,Man,uncertain,substantive,1.0,0.0,0.5
1713,Man,substantive,substantive,0.0,0.0,0.0
1714,Man,substantive,substantive,0.0,0.0,0.0
1715,Woman,substantive,,0.0,,
1716,Woman,substantive,substantive,0.0,0.0,0.0
1717,Man,substantive,,0.0,,
1718,Man,uncertain,,1.0,,
1719,Woman,substantive,too_short,0.0,,
1720,Woman,substantive,,0.0,,
1721,Man,substantive,substantive,0.0,0.0,0.0
1722,Woman,substantive,,0.0,,
1723,Woman,substantive,substantive,0.0,0.0,0.0
1724,Woman,too_short,uncertain,,1.0,
1725,Woman,substantive,substantive,0.0,0.0,0.0
1726,Woman,substantive,,0.0,,
1727,Woman,uncertain,substantive,1.0,0.0,0.5
1728,Man,uncertain,,1.0,,
1729,Woman,uncertain,,1.0,,
1730,Woman,missing,,,,
1731,Man,substantive,,0.0,,
1732,Woman,uncertain,,1.0,,
1733,Man,too_short,,,,
1734,Woman,substantive,substantive,0.0,0.0,0.0
1735,Woman,missing,substantive,,0.0,
1736,Man,substantive,,0.0,,
1737,Man,substantive,too_short,0.0,,
1738,Woman,uncertain,substantive,1.0,0.0,0.5
1739,Man,substantive,substantive,0.0,0.0,0.0
1740,Man,too_short,,,,
1741,Woman,substantive,,0.0,,
1742,Man,substantive,,0.0,,
1743,Woman,too_short,,,,
1744,Woman,uncertain,substantive,1.0,0.0,0.5
1745,Man,substantive,,0.0,,
1746,Woman,substantive,,0.0,,
1747,Woman,uncertain,,1.0,,
1748,Woman,substantive,,0.0,,
1749,Woman,substantive,,0.0,,
1750,Woman,substantive,,0.0,,
1751,Woman,substantive,substantive,0.0,0.0,0.0
1752,Woman,uncertain,,1.0,,
1753,Man,substantive,,0.0,,
1754,Woman,uncertain,substantive,1.0,0.0,0.5
1755,Man,substantive,uncertain,0.0,1.0,0.5
1756,Man,substantive,,0.0,,
1757,Man,substantive,,0.0,,
1758,Woman,substantive,,0.0,,
1759,Woman,missing,,,,
1760,Man,substantive,,0.0,,
1761,Man,substantive,,0.0,,
1762,Man,substantive,,0.0,,
1763,Man,too_short,too_short,,,
1764,Woman,substantive,substantive,0.0,0.0,0.0
1765,Woman,uncertain,,1.0,,
1766,Woman,substantive,,0.0,,
1767,Man,uncertain,,1.0,,
1768,Woman,too_short,,,,
1769,Man,substantive,substantive,0.0,0.0,0.0
1770,Man,substantive,,0.0,,
1771,Woman,missing,,,,
1772,Man,substantive,substantive,0.0,0.0,0.0
1773,Woman,too_short,substantive,,0.0,
1774,Woman,substantive,substantive,0.0,0.0,0.0
1775,Woman,too_short,,,,
1776,Woman,substantive,substantive,0.0,0.0,0.0
1777,Woman,substantive,substantive,0.0,0.0,0.0
1778,Woman,missing,substantive,,0.0,
1779,Man,substantive,,0.0,,
1780,Woman,substantive,substantive,0.0,0.0,0.0
1781,Man,substantive,substantive,0.0,0.0,0.0
1782,Man,substantive,substantive,0.0,0.0,0.0
1783,Man,too_short,substantive,,0.0,
1784,Man,substantive,,0.0,,
1785,Woman,substantive,,0.0,,
1786,Man,substantive,substantive,0.0,0.0,0.0
1787,Man,uncertain,substantive,1.0,0.0,0.5
1788,Man,substantive,,0.0,,
1789,Man,substantive,substantive,0.0,0.0,0.0
1790,Woman,uncertain,substantive,1.0,0.0,0.5
1791,Woman,too_short,,,,
1792,Man,too_short,,,,
1793,Man,uncertain,substantive,1.0,0.0,0.5
1794,Man,uncertain,,1.0,,
1795,Woman,uncertain,substantive,1.0,0.0,0.5
1796,Man,uncertain,,1.0,,
1797,Woman,uncertain,,1.0,,
1798,Man,missing,substantive,,0.0,
1799,Woman,substantive,substantive,0.0,0.0,0.0
1800,Man,substantive,substantive,0.0,0.0,0.0
1801,Man,substantive,substantive,0.0,0.0,0.0
1802,Woman,too_short,,,,
1803,Man,substantive,,0.0,,
1804,Man,substantive,substantive,0.0,0.0,0.0
1805,Woman,uncertain,uncertain,1.0,1.0,1.0
1806,Woman,substantive,,0.0,,
1807,Woman,substantive,,0.0,,
1808,Man,substantive,,0.0,,
1809,Man,substantive,,0.0,,
1810,Woman,substantive,too_short,0.0,,
1811,Woman,uncertain,substantive,1.0,0.0,0.5
1812,Man,substantive,,0.0,,
1813,Woman,substantive,,0.0,,
1814,Woman,substantive,,0.0,,
1815,Woman,uncertain,substantive,1.0,0.0,0.5
1816,Woman,substantive,,0.0,,
1817,Man,substantive,,0.0,,
1818,Woman,uncertain,,1.0,,
1819,Man,uncertain,,1.0,,
1820,Man,substantive,uncertain,0.0,1.0,0.5
1821,Man,substantive,,0.0,,
1822,Man,substantive,,0.0,,
1823,Woman,substantive,,0.0,,
1824,Woman,substantive,,0.0,,
1825,Woman,substantive,too_short,0.0,,
1826,Man,substantive,substantive,0.0,0.0,0.0
1827,Woman,substantive,substantive,0.0,0.0,0.0
1828,Man,missing,,,,
1829,Woman,substantive,,0.0,,
1830,Man,too_short,,,,
1831,Woman,too_short,substantive,,0.0,
1832,Woman,substantive,substantive,0.0,0.0,0.0
1833,Woman,substantive,,0.0,,
1834,Man,substantive,substantive,0.0,0.0,0.0
1835,Woman,substantive,substantive,0.0,0.0,0.0
1836,Woman,uncertain,substantive,1.0,0.0,0.5
1837,Man,substantive,,0.0,,
1838,Woman,uncertain,,1.0,,
1839,Woman,substantive,,0.0,,
1840,Man,substantive,substantive,0.0,0.0,0.0
1841,Woman,too_short,substantive,,0.0,
1842,Man,substantive,too_short,0.0,,
1843,Woman,substantive,,0.0,,
1844,Woman,substantive,,0.0,,
1845,Woman,substantive,,0.0,,
1846,Woman,substantive,substantive,0.0,0.0,0.0
1847,Woman,substantive,,0.0,,
1848,Woman,missing,uncertain,,1.0,
1849,Woman,substantive,substantive,0.0,0.0,0.0
1850,Woman,substantive,,0.0,,
1851,Man,substantive,,0.0,,
1852,Woman,substantive,,0.0,,
1853,Man,missing,,,,
1854,Woman,substantive,substantive,0.0,0.0,0.0
1855,Woman,substantive,substantive,0.0,0.0,0.0
1856,Woman,too_short,,,,
1857,Woman,substantive,,0.0,,
1858,Woman,substantive,uncertain,0.0,1.0,0.5
1859,Man,substantive,uncertain,0.0,1.0,0.5
1860,Man,uncertain,substantive,1.0,0.0,0.5
1861,Woman,substantive,substantive,0.0,0.0,0.0
1862,Man,substantive,substantive,0.0,0.0,0.0
1863,Woman,substantive,,0.0,,
1864,Woman,too_short,substantive,,0.0,
1865,Man,substantive,,0.0,,
1866,Man,missing,,,,
1867,Man,too_short,,,,
1868,Woman,uncertain,uncertain,1.0,1.0,1.0
1869,Man,substantive,substantive,0.0,0.0,0.0
1870,Woman,substantive,,0.0,,
1871,Woman,substantive,,0.0,,
1872,Woman,missing,substantive,,0.0,
1873,Man,substantive,,0.0,,
1874,Man,substantive,substantive,0.0,0.0,0.0
1875,Woman,substantive,substantive,0.0,0.0,0.0
1876,Woman,substantive,,0.0,,
1877,Woman,missing,substantive,,0.0,
1878,Woman,uncertain,too_short,1.0,,
1879,Man,substantive,,0.0,,
1880,Woman,uncertain,,1.0,,
1881,Woman,substantive,,0.0,,
1882,Woman,substantive,substantive,0.0,0.0,0.0
1883,Woman,substantive,substantive,0.0,0.0,0.0
1884,Woman,substantive,substantive,0.0,0.0,0.0
1885,Woman,too_short,,,,
1886,Man,substantive,uncertain,0.0,1.0,0.5
1887,Woman,substantive,,0.0,,
1888,Man,uncertain,,1.0,,
1889,Man,substantive,,0.0,,
1890,Man,substantive,substantive,0.0,0.0,0.0
1891,Woman,substantive,,0.0,,
1892,Woman,substantive,,0.0,,
1893,Woman,substantive,,0.0,,
1894,Man,substantive,substantive,0.0,0.0,0.0
1895,Man,substantive,substantive,0.0,0.0,0.0
1896,Man,substantive,,0.0,,
1897,Woman,substantive,,0.0,,
1898,Woman,uncertain,,1.0,,
1899,Woman,substantive,,0.0,,
1900,Man,substantive,,0.0,,
1901,Woman,uncertain,substantive,1.0,0.0,0.5
1902,Man,substantive,substantive,0.0,0.0,0.0
1903,Woman,substantive,,0.0,,
1904,Woman,uncertain,too_short,1.0,,
1905,Man,substantive,too_short,0.0,,
1906,Man,substantive,uncertain,0.0,1.0,0.5
1907,Man,uncertain,,1.0,,
1908,Man,substantive,,0.0,,
1909,Man,substantive,substantive,0.0,0.0,0.0
1910,Woman,too_short,substantive,,0.0,
1911,Woman,substantive,substantive,0.0,0.0,0.0
1912,Man,substantive,substantive,0.0,0.0,0.0
1913,Man,uncertain,,1.0,,
1914,Woman,substantive,too_short,0.0,,
1915,Man,missing,substantive,,0.0,
1916,Woman,substantive,,0.0,,
1917,Woman,uncertain,substantive,1.0,0.0,0.5
1918,Man,substantive,,0.0,,
1919,Woman,too_short,substantive,,0.0,
1920,Woman,substantive,substantive,0.0,0.0,0.0
1921,Man,substantive,,0.0,,
1922,Man,substantive,substantive,0.0,0.0,0.0
1923,Man,substantive,,0.0,,
1924,Man,too_short,,,,
1925,Man,uncertain,,1.0,,
1926,Woman,substantive,substantive,0.0,0.0,0.0
1927,Woman,substantive,uncertain,0.0,1.0,0.5
1928,Man,substantive,,0.0,,
1929,Man,uncertain,substantive,1.0,0.0,0.5
1930,Man,substantive,,0.0,,
1931,Woman,substantive,,0.0,,
1932,Man,substantive,,0.0,,
1933,Man,substantive,,0.0,,
1934,Man,missing,,,,
1935,Man,missing,substantive,,0.0,
1936,Woman,uncertain,substantive,1.0,0.0,0.5
1937,Woman,uncertain,substantive,1.0,0.0,0.5
1938,Man,substantive,,0.0,,
1939,Man,substantive,,0.0,,
1940,Woman,substantive,,0.0,,
1941,Woman,substantive,substantive,0.0,0.0,0.0
1942,Woman,substantive,,0.0,,
1943,Woman,uncertain,,1.0,,
1944,Woman,uncertain,,1.0,,
1945,Man,substantive,,0.0,,
1946,Man,missing,,,,
1947,Man,substantive,substantive,0.0,0.0,0.0
1948,Woman,substantive,substantive,0.0,0.0,0.0
1949,Man,substantive,,0.0,,
1950,Woman,too_short,,,,
1951,Woman,uncertain,,1.0,,
1952,Woman,uncertain,,1.0,,
1953,Woman,substantive,substantive,0.0,0.0,0.0
1954,Man,substantive,substantive,0.0,0.0,0.0
1955,Man,substantive,uncertain,0.0,1.0,0.5
1956,Woman,too_short,substantive,,0.0,
1957,Woman,substantive,substantive,0.0,0.0,0.0
1958,Woman,uncertain,too_short,1.0,,
1959,Man,substantive,,0.0,,
1960,Woman,substantive,substantive,0.0,0.0,0.0
1961,Woman,substantive,substantive,0.0,0.0,0.0
1962,Man,substantive,,0.0,,
1963,Woman,substantive,,0.0,,
1964,Woman,substantive,substantive,0.0,0.0,0.0
1965,Woman,substantive,substantive,0.0,0.0,0.0
1966,Woman,uncertain,substantive,1.0,0.0,0.5
1967,Man,substantive,substantive,0.0,0.0,0.0
1968,Man,substantive,substantive,0.0,0.0,0.0
1969,Woman,uncertain,,1.0,,
1970,Woman,uncertain,substantive,1.0,0.0,0.5
1971,Man,missing,,,,
1972,Man,too_short,substantive,,0.0,
1973,Man,substantive,,0.0,,
1974,Man,substantive,,0.0,,
1975,Woman,substantive,substantive,0.0,0.0,0.0
1976,Man,substantive,,0.0,,
1977,Man,substantive,,0.0,,
1978,Man,substantive,substantive,0.0,0.0,0.0
1979,Man,substantive,substantive,0.0,0.0,0.0
1980,Man,uncertain,,1.0,,
1981,Man,substantive,substantive,0.0,0.0,0.0
1982,Man,substantive,substantive,0.0,0.0,0.0
1983,Woman,too_short,substantive,,0.0,
1984,Woman,substantive,substantive,0.0,0.0,0.0
1985,Woman,too_short,uncertain,,1.0,
1986,Man,too_short,,,,
1987,Woman,substantive,,0.0,,
1988,Woman,uncertain,,1.0,,
1989,Man,uncertain,,1.0,,
1990,Man,uncertain,substantive,1.0,0.0,0.5
1991,Man,substantive,,0.0,,
1992,Man,substantive,substantive,0.0,0.0,0.0
1993,Man,uncertain,uncertain,1.0,1.0,1.0
1994,Man,substantive,,0.0,,
1995,Man,too_short,substantive,,0.0,
1996,Man,substantive,,0.0,,
1997,Man,substantive,,0.0,,
1998,Man,substantive,,0.0,,
1999,Man,substantive,,0.0,,
2000,Man,substantive,,0.0,,
2001,Woman,substantive,,0.0,,
2002,Woman,substantive,substantive,0.0,0.0,0.0
2003,Woman,substantive,substantive,0.0,0.0,0.0
2004,Man,substantive,substantive,0.0,0.0,0.0
2005,Man,substantive,substantive,0.0,0.0,0.0
2006,Woman,substantive,too_short,0.0,,
2007,Man,substantive,substantive,0.0,0.0,0.0
2008,Man,uncertain,too_short,1.0,,
2009,Man,uncertain,,1.0,,
2010,Man,substantive,substantive,0.0,0.0,0.0
2011,Woman,substantive,too_short,0.0,,
2012,Man,substantive,substantive,0.0,0.0,0.0
